originalFileName,newFileName,label,confidence,imageHeight,imageWidth,xPosition,yPosition,croppedHeight,croppedWidth
B2TVcB7nsw-,B2TVcB7nsw-_vase_0.92.jpg,vase,0.915208697,1300,1040,322,766,300,300
B2TvCOOIVGJ,B2TvCOOIVGJ_cup_0.98.jpg,cup,0.979492068,839,1080,568,188,300,300
B2TVo2ngdrt,B2TVo2ngdrt_cup_0.98.jpg,cup,0.98174578,1080,1080,459,496,300,300
B2TVo2ngdrt,B2TVo2ngdrt_cup_0.98.jpg,cup,0.979719818,1080,1080,117,312,300,300
B2TxMpcoNAq,B2TxMpcoNAq_cup_0.99.jpg,cup,0.992659271,1349,1080,905,264,300,300
B2TxMpcoNAq,B2TxMpcoNAq_cup_0.99.jpg,cup,0.992620409,1349,1080,703,618,300,300
B2TxMpcoNAq,B2TxMpcoNAq_cup_0.99.jpg,cup,0.992077112,1349,1080,270,749,300,300
B2TxMpcoNAq,B2TxMpcoNAq_cup_0.99.jpg,cup,0.991313934,1349,1080,0,462,300,300
B2TxMpcoNAq,B2TxMpcoNAq_cup_0.99.jpg,cup,0.989266455,1349,1080,525,267,300,300
B2txWbTACtk,B2txWbTACtk_vase_0.83.jpg,vase,0.832906961,900,900,110,94,300,300
B2tympEAp-F,B2tympEAp-F_cup_0.93.jpg,cup,0.925924182,1080,1080,154,256,300,300
B2U3iMagFi5,B2U3iMagFi5_vase_0.99.jpg,vase,0.987147152,1349,1080,100,697,300,300
B2U4-bFlGqJ,B2U4-bFlGqJ_vase_1.00.jpg,vase,0.997886837,1350,1080,83,273,300,300
B2U4-bFlGqJ,B2U4-bFlGqJ_cup_1.00.jpg,cup,0.997249007,1350,1080,393,671,300,300
B2U6dXCg-tK,B2U6dXCg-tK_bowl_0.80.jpg,bowl,0.8011114,1080,1080,482,565,300,300
B2U6OrUgy9F,B2U6OrUgy9F_vase_0.80.jpg,vase,0.804416716,1080,1080,678,697,300,300
B2U6vUEgEhU,B2U6vUEgEhU_vase_0.83.jpg,vase,0.826391637,1080,1080,523,314,300,300
B2uapqjD4sC,B2uapqjD4sC_cup_0.96.jpg,cup,0.956416368,809,1080,52,211,300,300
B2uapqjD4sC,B2uapqjD4sC_cup_0.89.jpg,cup,0.890817165,809,1080,519,129,300,300
B2UB0mGAFdn,B2UB0mGAFdn_vase_0.95.jpg,vase,0.953234136,1080,1080,0,201,300,300
B2ubxX2gqEo,B2ubxX2gqEo_vase_0.97.jpg,vase,0.973805249,720,720,150,44,300,300
B2UC6DaBlzB,B2UC6DaBlzB_cup_0.87.jpg,cup,0.870217025,1080,1080,220,508,300,300
B2UcgBkFp9_,B2UcgBkFp9__cup_1.00.jpg,cup,0.997809708,1080,1080,554,0,300,300
B2UcgBkFp9_,B2UcgBkFp9__cup_0.96.jpg,cup,0.955564439,1080,1080,563,549,300,300
B2Ud-NGISVQ,B2Ud-NGISVQ_cup_0.97.jpg,cup,0.971834481,856,1080,372,306,300,300
B2Ud-NGISVQ,B2Ud-NGISVQ_cup_0.93.jpg,cup,0.933981955,856,1080,753,200,300,300
B2Ud-NGISVQ,B2Ud-NGISVQ_cup_0.92.jpg,cup,0.922805071,856,1080,71,211,300,300
B2UDqA8AEuh,B2UDqA8AEuh_cup_0.96.jpg,cup,0.962044537,1080,1080,61,251,300,300
B2UDqA8AEuh,B2UDqA8AEuh_bowl_0.84.jpg,bowl,0.844065785,1080,1080,455,675,300,300
B2UDsB3gJu8,B2UDsB3gJu8_vase_0.96.jpg,vase,0.961390913,1080,1080,281,87,300,300
B2UDsB3gJu8,B2UDsB3gJu8_vase_0.95.jpg,vase,0.950043917,1080,1080,468,407,300,300
B2UErE0HA49,B2UErE0HA49_cup_0.98.jpg,cup,0.981142938,1080,1080,0,367,300,300
B2UJ1zlHgQQ,B2UJ1zlHgQQ_cup_0.98.jpg,cup,0.983724773,810,1080,445,251,300,300
B2UJ1zlHgQQ,B2UJ1zlHgQQ_cup_0.98.jpg,cup,0.976553559,810,1080,132,264,300,300
B2ujjc_AIGz,B2ujjc_AIGz_vase_0.96.jpg,vase,0.956536889,1080,1080,258,56,300,300
B2UJZv3FG_I,B2UJZv3FG_I_bowl_0.99.jpg,bowl,0.986183226,1349,1080,440,775,300,300
B2UJZv3FG_I,B2UJZv3FG_I_cup_0.83.jpg,cup,0.82590276,1349,1080,0,510,300,300
B2uLiWIhO6f,B2uLiWIhO6f_vase_0.99.jpg,vase,0.987457037,1349,1080,258,0,300,300
B2ULqYpgzFV,B2ULqYpgzFV_cup_0.96.jpg,cup,0.959343135,1080,1080,443,241,300,300
B2ULqYpgzFV,B2ULqYpgzFV_cup_0.93.jpg,cup,0.932995915,1080,1080,287,487,300,300
B2umiq9C3Zu,B2umiq9C3Zu_cup_0.95.jpg,cup,0.950684965,1350,1080,323,892,300,300
B2umiq9C3Zu,B2umiq9C3Zu_vase_0.94.jpg,vase,0.937577367,1350,1080,248,723,300,300
B2umiq9C3Zu,B2umiq9C3Zu_cup_0.91.jpg,cup,0.912317932,1350,1080,451,878,300,300
B2umiq9C3Zu,B2umiq9C3Zu_cup_0.81.jpg,cup,0.806258738,1350,1080,246,881,300,300
B2UohgFANrj,B2UohgFANrj_cup_0.82.jpg,cup,0.822103083,1080,1080,46,394,300,300
B2UOLwuApzU,B2UOLwuApzU_vase_0.92.jpg,vase,0.916348517,1307,1080,269,530,300,300
B2uPvgWB7Yy,B2uPvgWB7Yy_cup_0.98.jpg,cup,0.98077637,1080,1080,76,245,300,300
B2uPvgWB7Yy,B2uPvgWB7Yy_cup_0.96.jpg,cup,0.956292748,1080,1080,100,556,300,300
B2uPvgWB7Yy,B2uPvgWB7Yy_cup_0.82.jpg,cup,0.819001198,1080,1080,169,388,300,300
B2uPVk0pKus,B2uPVk0pKus_cup_0.95.jpg,cup,0.947270989,1350,1080,486,586,300,300
B2uPVk0pKus,B2uPVk0pKus_cup_0.94.jpg,cup,0.935479939,1350,1080,0,749,300,300
B2uPVk0pKus,B2uPVk0pKus_vase_0.89.jpg,vase,0.885378778,1350,1080,873,185,300,300
B2UqATMgz8H,B2UqATMgz8H_vase_0.96.jpg,vase,0.962557256,1080,1080,207,241,300,300
B2UQAuyFo9-,B2UQAuyFo9-_vase_0.85.jpg,vase,0.85033077,1080,1080,247,309,300,300
B2USks_guxR,B2USks_guxR_cup_0.99.jpg,cup,0.993246853,1080,1080,0,565,300,300
B2USks_guxR,B2USks_guxR_cup_0.99.jpg,cup,0.992228925,1080,1080,659,520,300,300
B2USks_guxR,B2USks_guxR_cup_0.99.jpg,cup,0.987732828,1080,1080,83,149,300,300
B2USks_guxR,B2USks_guxR_cup_0.98.jpg,cup,0.981543601,1080,1080,367,115,300,300
B2USks_guxR,B2USks_guxR_cup_0.98.jpg,cup,0.979565263,1080,1080,260,840,300,300
B2USks_guxR,B2USks_guxR_cup_0.98.jpg,cup,0.976171553,1080,1080,663,130,300,300
B2USks_guxR,B2USks_guxR_cup_0.97.jpg,cup,0.971044481,1080,1080,248,500,300,300
B2USks_guxR,B2USks_guxR_cup_0.97.jpg,cup,0.970725477,1080,1080,294,293,300,300
B2USks_guxR,B2USks_guxR_cup_0.97.jpg,cup,0.969981253,1080,1080,714,289,300,300
B2USks_guxR,B2USks_guxR_cup_0.93.jpg,cup,0.929360151,1080,1080,756,842,300,300
B2USks_guxR,B2USks_guxR_cup_0.92.jpg,cup,0.917986274,1080,1080,0,312,300,300
B2UTRjkgbME,B2UTRjkgbME_vase_0.83.jpg,vase,0.834628165,1350,1080,132,0,300,300
B2utUjigZ8o,B2utUjigZ8o_cup_0.91.jpg,cup,0.910063744,1080,1080,172,559,300,300
B2Uw0cXAWGt,B2Uw0cXAWGt_vase_0.97.jpg,vase,0.968835175,637,1080,578,84,300,300
B2UWb2kAAoQ,B2UWb2kAAoQ_vase_0.87.jpg,vase,0.868593633,720,720,0,0,300,300
B2uw_xZAmzr,B2uw_xZAmzr_cup_0.99.jpg,cup,0.994637787,1086,1080,139,146,300,300
B2uw_xZAmzr,B2uw_xZAmzr_cup_0.94.jpg,cup,0.937119126,1086,1080,529,100,300,300
B2uYEj9g2YT,B2uYEj9g2YT_cup_0.92.jpg,cup,0.917248547,1134,972,498,929,300,300
B2uYEj9g2YT,B2uYEj9g2YT_cup_0.88.jpg,cup,0.881546617,1134,972,515,0,300,300
B2uZ4E-n4mp,B2uZ4E-n4mp_cup_0.99.jpg,cup,0.994990408,1080,1080,651,447,300,300
B2V0-HJp50r,B2V0-HJp50r_cup_0.94.jpg,cup,0.936093926,1080,1080,313,470,300,300
B2V0-HJp50r,B2V0-HJp50r_cup_0.82.jpg,cup,0.82372874,1080,1080,0,240,300,300
B2V0_YvBSSO,B2V0_YvBSSO_cup_0.94.jpg,cup,0.94010222,1080,1080,424,339,300,300
B2v1gsvgw7Y,B2v1gsvgw7Y_vase_0.98.jpg,vase,0.979429901,914,1080,351,410,300,300
B2V3UVjBmgC,B2V3UVjBmgC_cup_0.99.jpg,cup,0.993664265,810,1080,410,273,300,300
B2v51hrBBzG,B2v51hrBBzG_cup_0.93.jpg,cup,0.934417367,1080,1080,761,412,300,300
B2v51hrBBzG,B2v51hrBBzG_cup_0.85.jpg,cup,0.854970455,1080,1080,42,398,300,300
B2V62FToHMy,B2V62FToHMy_cup_0.82.jpg,cup,0.815422297,1080,1080,208,506,300,300
B2V6u2wIy8D,B2V6u2wIy8D_cup_0.88.jpg,cup,0.880629838,1080,1080,290,204,300,300
B2v8uvMjWsu,B2v8uvMjWsu_vase_0.89.jpg,vase,0.888790309,1350,1080,809,1102,300,300
B2vantwAsPe,B2vantwAsPe_vase_0.97.jpg,vase,0.97155118,1350,1080,707,791,300,300
B2vantwAsPe,B2vantwAsPe_vase_0.92.jpg,vase,0.923666418,1350,1080,945,797,300,300
B2vDBNZA_EM,B2vDBNZA_EM_bowl_0.99.jpg,bowl,0.990366161,1080,1080,715,565,300,300
B2vDBNZA_EM,B2vDBNZA_EM_bowl_0.99.jpg,bowl,0.98537904,1080,1080,353,545,300,300
B2vDBNZA_EM,B2vDBNZA_EM_bowl_0.94.jpg,bowl,0.943368316,1080,1080,878,135,300,300
B2vDBNZA_EM,B2vDBNZA_EM_bowl_0.87.jpg,bowl,0.87157774,1080,1080,0,338,300,300
B2VDQXDgzI8,B2VDQXDgzI8_cup_0.88.jpg,cup,0.878673971,1080,1080,154,92,300,300
B2vggA1oMlG,B2vggA1oMlG_vase_0.85.jpg,vase,0.847688973,1080,1080,236,167,300,300
B2vImODgXk5,B2vImODgXk5_vase_0.96.jpg,vase,0.962377608,1080,1080,370,458,300,300
B2vImODgXk5,B2vImODgXk5_vase_0.96.jpg,vase,0.958510041,1080,1080,705,462,300,300
B2vImODgXk5,B2vImODgXk5_cup_0.83.jpg,cup,0.834583521,1080,1080,0,448,300,300
B2VJNkAl8GC,B2VJNkAl8GC_vase_0.85.jpg,vase,0.848442674,1080,1080,340,435,300,300
B2vjROQD5zb,B2vjROQD5zb_vase_0.93.jpg,vase,0.934630632,1080,1080,130,252,300,300
B2vjROQD5zb,B2vjROQD5zb_vase_0.88.jpg,vase,0.877819896,1080,1080,559,234,300,300
B2VJyB8Hf9s,B2VJyB8Hf9s_vase_1.00.jpg,vase,0.996256351,624,900,207,377,300,300
B2VJyB8Hf9s,B2VJyB8Hf9s_vase_1.00.jpg,vase,0.995206654,624,900,363,372,300,300
B2VopRdh7Pd,B2VopRdh7Pd_vase_1.00.jpg,vase,0.999067783,1080,1080,762,554,300,300
B2VopRdh7Pd,B2VopRdh7Pd_vase_0.94.jpg,vase,0.944584608,1080,1080,330,494,300,300
B2vQO9ZHUbf,B2vQO9ZHUbf_cup_0.84.jpg,cup,0.841729581,1080,1080,551,623,300,300
B2Vs-PjILQh,B2Vs-PjILQh_vase_1.00.jpg,vase,0.998652041,1080,1080,399,568,300,300
B2vSk3CAGbL,B2vSk3CAGbL_cup_0.94.jpg,cup,0.943681955,720,720,31,112,300,300
B2vVy5AFn1e,B2vVy5AFn1e_cup_0.94.jpg,cup,0.938856781,1079,1080,761,634,300,300
B2vVy5AFn1e,B2vVy5AFn1e_cup_0.86.jpg,cup,0.862339854,1079,1080,562,35,300,300
B2vVy5AFn1e,B2vVy5AFn1e_cup_0.84.jpg,cup,0.840995848,1079,1080,216,438,300,300
B2vVy5AFn1e,B2vVy5AFn1e_bowl_0.84.jpg,bowl,0.839583993,1079,1080,529,519,300,300
B2vVy5AFn1e,B2vVy5AFn1e_bowl_0.84.jpg,bowl,0.83736068,1079,1080,106,728,300,300
B2vVy5AFn1e,B2vVy5AFn1e_cup_0.81.jpg,cup,0.808301628,1079,1080,898,711,300,300
B2vVy5AFn1e,B2vVy5AFn1e_cup_0.80.jpg,cup,0.803883553,1079,1080,352,121,300,300
B2vWWqHhMWN,B2vWWqHhMWN_vase_0.99.jpg,vase,0.990636885,1350,1080,415,649,300,300
B2w-D8egIxb,B2w-D8egIxb_cup_1.00.jpg,cup,0.995027304,1350,1080,510,217,300,300
B2w-D8egIxb,B2w-D8egIxb_cup_0.99.jpg,cup,0.993920326,1350,1080,389,842,300,300
B2w-D8egIxb,B2w-D8egIxb_cup_0.99.jpg,cup,0.993781269,1350,1080,389,490,300,300
B2w-D8egIxb,B2w-D8egIxb_cup_0.99.jpg,cup,0.992336333,1350,1080,0,229,300,300
B2w-D8egIxb,B2w-D8egIxb_cup_0.99.jpg,cup,0.988317668,1350,1080,0,493,300,300
B2w-D8egIxb,B2w-D8egIxb_cup_0.99.jpg,cup,0.987055779,1350,1080,129,0,300,300
B2w-D8egIxb,B2w-D8egIxb_cup_0.95.jpg,cup,0.954137623,1350,1080,799,701,300,300
B2W-Gi1nmyz,B2W-Gi1nmyz_cup_0.93.jpg,cup,0.932371557,720,720,119,214,300,300
B2w0lc1Fnq2,B2w0lc1Fnq2_cup_0.93.jpg,cup,0.933551371,1080,1080,147,451,300,300
B2w1UM7nGLh,B2w1UM7nGLh_vase_0.89.jpg,vase,0.894684136,1350,1080,204,0,300,300
B2W2Wv0Agcj,B2W2Wv0Agcj_cup_0.99.jpg,cup,0.994604588,1099,1080,0,550,300,300
B2W2Wv0Agcj,B2W2Wv0Agcj_cup_0.88.jpg,cup,0.882525921,1099,1080,371,278,300,300
B2W9-lVHGsJ,B2W9-lVHGsJ_vase_0.93.jpg,vase,0.927259743,1080,1080,119,311,300,300
B2wAmyVHvcX,B2wAmyVHvcX_cup_0.85.jpg,cup,0.851959825,1350,1080,0,608,300,300
B2WaN5LAg1R,B2WaN5LAg1R_cup_0.88.jpg,cup,0.877520263,1080,1080,706,335,300,300
B2WAoYglqzK,B2WAoYglqzK_vase_0.97.jpg,vase,0.965390325,1080,1080,294,374,300,300
B2waQejg28k,B2waQejg28k_vase_0.84.jpg,vase,0.835613728,809,1080,266,97,300,300
B2wazH_AuU0,B2wazH_AuU0_cup_0.91.jpg,cup,0.905152619,1350,1080,575,104,300,300
B2wazH_AuU0,B2wazH_AuU0_cup_0.90.jpg,cup,0.900138974,1350,1080,246,96,300,300
B2WazVlgfMV,B2WazVlgfMV_vase_0.98.jpg,vase,0.984974623,1080,1080,173,604,300,300
B2WazVlgfMV,B2WazVlgfMV_vase_0.92.jpg,vase,0.917271435,1080,1080,633,685,300,300
B2WazVlgfMV,B2WazVlgfMV_vase_0.91.jpg,vase,0.911761761,1080,1080,256,372,300,300
B2WazVlgfMV,B2WazVlgfMV_vase_0.90.jpg,vase,0.903504193,1080,1080,518,385,300,300
B2WazVlgfMV,B2WazVlgfMV_vase_0.90.jpg,vase,0.897117913,1080,1080,371,683,300,300
B2wBV__A-ji,B2wBV__A-ji_cup_0.99.jpg,cup,0.988914967,1080,1080,0,453,300,300
B2wBV__A-ji,B2wBV__A-ji_cup_0.91.jpg,cup,0.907210469,1080,1080,607,501,300,300
B2WdIkgge_y,B2WdIkgge_y_vase_0.81.jpg,vase,0.814102769,1080,1080,0,120,300,300
B2weoV3hE4k,B2weoV3hE4k_cup_1.00.jpg,cup,0.996133566,1080,1080,719,350,300,300
B2weoV3hE4k,B2weoV3hE4k_cup_1.00.jpg,cup,0.995620251,1080,1080,267,299,300,300
B2weoV3hE4k,B2weoV3hE4k_cup_0.98.jpg,cup,0.984942257,1080,1080,167,185,300,300
B2weoV3hE4k,B2weoV3hE4k_cup_0.96.jpg,cup,0.956167519,1080,1080,581,212,300,300
B2weoV3hE4k,B2weoV3hE4k_cup_0.94.jpg,cup,0.941398919,1080,1080,0,294,300,300
B2WErtaAUtP,B2WErtaAUtP_cup_0.94.jpg,cup,0.9408499,809,1079,666,142,300,300
B2WF3FBl4A-,B2WF3FBl4A-_cup_0.84.jpg,cup,0.84192425,1287,1080,341,385,300,300
B2wibTulWeI,B2wibTulWeI_cup_0.96.jpg,cup,0.963956058,1080,1080,304,342,300,300
B2wIcqsAt6l,B2wIcqsAt6l_vase_0.87.jpg,vase,0.865278244,1230,1080,0,0,300,300
B2wjNqpjGEQ,B2wjNqpjGEQ_cup_0.92.jpg,cup,0.923565745,1080,1080,254,523,300,300
B2WKcP6o0QZ,B2WKcP6o0QZ_cup_0.99.jpg,cup,0.994422793,1080,1080,492,276,300,300
B2WKcP6o0QZ,B2WKcP6o0QZ_cup_0.99.jpg,cup,0.994211674,1080,1080,136,317,300,300
B2wMtB2gM0T,B2wMtB2gM0T_cup_0.91.jpg,cup,0.905010641,1033,1080,0,497,300,300
B2wMtB2gM0T,B2wMtB2gM0T_cup_0.89.jpg,cup,0.888863504,1033,1080,539,225,300,300
B2wnhZKH4he,B2wnhZKH4he_cup_0.82.jpg,cup,0.824446917,1334,1080,0,127,300,300
B2wN_ceAj1T,B2wN_ceAj1T_vase_0.92.jpg,vase,0.917753398,1080,1080,308,308,300,300
B2WoqpVA6l9,B2WoqpVA6l9_vase_0.98.jpg,vase,0.983874083,977,1080,528,490,300,300
B2WoqpVA6l9,B2WoqpVA6l9_vase_0.98.jpg,vase,0.980804205,977,1080,205,491,300,300
B2WoqpVA6l9,B2WoqpVA6l9_vase_0.98.jpg,vase,0.979486644,977,1080,286,123,300,300
B2WoqpVA6l9,B2WoqpVA6l9_vase_0.97.jpg,vase,0.967606425,977,1080,0,460,300,300
B2WoqpVA6l9,B2WoqpVA6l9_vase_0.96.jpg,vase,0.962900519,977,1080,806,462,300,300
B2wPIHmANnZ,B2wPIHmANnZ_cup_1.00.jpg,cup,0.997495234,1350,1080,154,235,300,300
B2wqxj5lxif,B2wqxj5lxif_cup_0.88.jpg,cup,0.879011691,1350,1080,591,462,300,300
B2wqxj5lxif,B2wqxj5lxif_cup_0.83.jpg,cup,0.828299642,1350,1080,188,505,300,300
B2wSu2Vgc7D,B2wSu2Vgc7D_cup_0.99.jpg,cup,0.99085778,1080,1080,479,132,300,300
B2wSu2Vgc7D,B2wSu2Vgc7D_cup_0.93.jpg,cup,0.9271276,1080,1080,259,383,300,300
B2wvDYeA_YJ,B2wvDYeA_YJ_cup_0.93.jpg,cup,0.92757225,957,957,0,420,300,300
B2wViZ5lqcF,B2wViZ5lqcF_cup_1.00.jpg,cup,0.995914638,1350,1080,178,509,300,300
B2wvTwoA1tP,B2wvTwoA1tP_cup_0.88.jpg,cup,0.877618313,1080,1080,103,242,300,300
B2wW4F-g1Ou,B2wW4F-g1Ou_bowl_0.96.jpg,bowl,0.96089077,680,945,254,446,300,300
B2wW4F-g1Ou,B2wW4F-g1Ou_cup_0.88.jpg,cup,0.876390934,680,945,516,215,300,300
B2WwOk0Jq8K,B2WwOk0Jq8K_vase_0.83.jpg,vase,0.834642231,811,1080,633,326,300,300
B2WwRgtgeRy,B2WwRgtgeRy_vase_0.99.jpg,vase,0.991750896,1350,1080,282,677,300,300
B2WX-rAA9G1,B2WX-rAA9G1_vase_0.96.jpg,vase,0.958543122,1080,1080,328,316,300,300
B2wXXtSgijB,B2wXXtSgijB_vase_0.94.jpg,vase,0.938146472,1080,1080,187,175,300,300
B2x2ZeUl5Pr,B2x2ZeUl5Pr_vase_0.97.jpg,vase,0.9686746,1080,1080,525,746,300,300
B2XA3iwIuL2,B2XA3iwIuL2_bowl_0.93.jpg,bowl,0.929610968,1350,1080,0,463,300,300
B2XA3iwIuL2,B2XA3iwIuL2_bowl_0.91.jpg,bowl,0.911667407,1350,1080,167,543,300,300
B2xAdZlp2K6,B2xAdZlp2K6_cup_0.99.jpg,cup,0.990141511,1067,853,298,509,300,300
B2xAdZlp2K6,B2xAdZlp2K6_cup_0.98.jpg,cup,0.97981137,1067,853,248,367,300,300
B2xAdZlp2K6,B2xAdZlp2K6_cup_0.96.jpg,cup,0.955202937,1067,853,191,183,300,300
B2xAdZlp2K6,B2xAdZlp2K6_cup_0.91.jpg,cup,0.910295486,1067,853,362,296,300,300
B2xAdZlp2K6,B2xAdZlp2K6_cup_0.90.jpg,cup,0.896478117,1067,853,630,393,300,300
B2xAdZlp2K6,B2xAdZlp2K6_cup_0.87.jpg,cup,0.868040144,1067,853,537,136,300,300
B2xAdZlp2K6,B2xAdZlp2K6_cup_0.83.jpg,cup,0.831815958,1067,853,583,203,300,300
B2XC2zTgXas,B2XC2zTgXas_cup_0.88.jpg,cup,0.880782068,1080,1080,0,334,300,300
B2XC2zTgXas,B2XC2zTgXas_cup_0.88.jpg,cup,0.875503182,1080,1080,536,331,300,300
B2xcnfxDY_k,B2xcnfxDY_k_vase_0.95.jpg,vase,0.948358297,1080,1080,344,80,300,300
B2XDiGCAGq3,B2XDiGCAGq3_vase_0.97.jpg,vase,0.973812878,1080,1080,495,95,300,300
B2XDtGBjOEY,B2XDtGBjOEY_vase_0.92.jpg,vase,0.922556162,730,973,246,220,300,300
B2XDtGBjOEY,B2XDtGBjOEY_cup_0.91.jpg,cup,0.913242698,730,973,560,183,300,300
B2XDTSkngWB,B2XDTSkngWB_vase_0.97.jpg,vase,0.974072993,1080,1080,0,203,300,300
B2xE6LgAsG6,B2xE6LgAsG6_cup_0.99.jpg,cup,0.990134299,786,786,227,125,300,300
B2xg6iXhmKQ,B2xg6iXhmKQ_cup_0.88.jpg,cup,0.876008153,750,750,287,295,300,300
B2xGE-ig_3X,B2xGE-ig_3X_vase_0.98.jpg,vase,0.982729495,1080,1080,707,347,300,300
B2xGE-ig_3X,B2xGE-ig_3X_vase_0.98.jpg,vase,0.977257073,1080,1080,124,362,300,300
B2XGQ5in3Tj,B2XGQ5in3Tj_vase_0.99.jpg,vase,0.993369102,1075,1077,361,512,300,300
B2xHpG4gKMm,B2xHpG4gKMm_cup_0.92.jpg,cup,0.921439588,675,900,218,258,300,300
B2xImfagnRc,B2xImfagnRc_cup_0.89.jpg,cup,0.893256307,1080,1080,201,177,300,300
B2XkUFNgeQO,B2XkUFNgeQO_vase_0.88.jpg,vase,0.880060256,1080,1080,562,130,300,300
B2xlDq8Jy-v,B2xlDq8Jy-v_vase_0.91.jpg,vase,0.909291089,1350,1080,717,639,300,300
B2xlDq8Jy-v,B2xlDq8Jy-v_vase_0.88.jpg,vase,0.882204175,1350,1080,92,669,300,300
B2xLtD3hkWg,B2xLtD3hkWg_cup_0.97.jpg,cup,0.974187195,1350,1080,290,0,300,300
B2xLtD3hkWg,B2xLtD3hkWg_cup_0.96.jpg,cup,0.956384957,1350,1080,582,53,300,300
B2xLtD3hkWg,B2xLtD3hkWg_cup_0.95.jpg,cup,0.952738762,1350,1080,595,266,300,300
B2xLtD3hkWg,B2xLtD3hkWg_cup_0.93.jpg,cup,0.926339984,1350,1080,273,180,300,300
B2xM88yAlkO,B2xM88yAlkO_vase_0.91.jpg,vase,0.912074208,1349,1080,251,300,300,300
B2XN1qUBbfO,B2XN1qUBbfO_cup_0.97.jpg,cup,0.973863363,1080,1080,167,173,300,300
B2XN1qUBbfO,B2XN1qUBbfO_bowl_0.96.jpg,bowl,0.960218072,1080,1080,810,203,300,300
B2XN1qUBbfO,B2XN1qUBbfO_vase_0.84.jpg,vase,0.842488229,1080,1080,456,64,300,300
B2xorsSA74V,B2xorsSA74V_cup_0.99.jpg,cup,0.987557054,1080,1080,161,364,300,300
B2XP6XxAQP3,B2XP6XxAQP3_vase_0.96.jpg,vase,0.964553416,1080,1080,56,206,300,300
B2XP6XxAQP3,B2XP6XxAQP3_vase_0.95.jpg,vase,0.948465407,1080,1080,404,521,300,300
B2XP6XxAQP3,B2XP6XxAQP3_vase_0.87.jpg,vase,0.871990561,1080,1080,719,145,300,300
B2XRQhKHFMx,B2XRQhKHFMx_vase_0.97.jpg,vase,0.966668785,1350,1080,478,621,300,300
B2XRR_FnNLR,B2XRR_FnNLR_cup_0.90.jpg,cup,0.902737319,1080,1080,451,346,300,300
B2XRSOtBPWv,B2XRSOtBPWv_vase_0.99.jpg,vase,0.988669574,1080,1080,269,138,300,300
B2XRSOtBPWv,B2XRSOtBPWv_cup_0.87.jpg,cup,0.869978428,1080,1080,336,655,300,300
B2XtEO5ANJb,B2XtEO5ANJb_cup_0.97.jpg,cup,0.973171651,1281,1080,62,756,300,300
B2XtEO5ANJb,B2XtEO5ANJb_bowl_0.86.jpg,bowl,0.860459089,1281,1080,829,365,300,300
B2xToatg-vA,B2xToatg-vA_vase_0.99.jpg,vase,0.992944241,1080,1080,0,445,300,300
B2xToatg-vA,B2xToatg-vA_vase_0.97.jpg,vase,0.972907722,1080,1080,232,448,300,300
B2xToatg-vA,B2xToatg-vA_vase_0.97.jpg,vase,0.968612015,1080,1080,425,443,300,300
B2xToatg-vA,B2xToatg-vA_vase_0.97.jpg,vase,0.967237532,1080,1080,631,449,300,300
B2xToatg-vA,B2xToatg-vA_vase_0.96.jpg,vase,0.955737233,1080,1080,871,435,300,300
B2xTyDOA5pO,B2xTyDOA5pO_vase_0.91.jpg,vase,0.906340182,1350,1080,0,47,300,300
B2xUZUenMRT,B2xUZUenMRT_vase_0.95.jpg,vase,0.954850852,1080,1080,153,340,300,300
B2XVMN0g0iD,B2XVMN0g0iD_vase_0.99.jpg,vase,0.992538989,1080,1080,302,298,300,300
B2XWzWXhOsN,B2XWzWXhOsN_bowl_0.91.jpg,bowl,0.914229155,1080,1080,337,466,300,300
B2XXfUQBOXW,B2XXfUQBOXW_cup_1.00.jpg,cup,0.995405912,1080,1080,252,755,300,300
B2XXfUQBOXW,B2XXfUQBOXW_cup_0.99.jpg,cup,0.993961036,1080,1080,72,662,300,300
B2XXfUQBOXW,B2XXfUQBOXW_cup_0.99.jpg,cup,0.985879302,1080,1080,163,357,300,300
B2XXfUQBOXW,B2XXfUQBOXW_cup_0.96.jpg,cup,0.963312209,1080,1080,603,421,300,300
B2XXfUQBOXW,B2XXfUQBOXW_cup_0.94.jpg,cup,0.940644085,1080,1080,0,277,300,300
B2XXfUQBOXW,B2XXfUQBOXW_bowl_0.85.jpg,bowl,0.850140214,1080,1080,714,105,300,300
B2XXfUQBOXW,B2XXfUQBOXW_cup_0.81.jpg,cup,0.810548246,1080,1080,605,657,300,300
B2XZ0lyBTJT,B2XZ0lyBTJT_vase_0.92.jpg,vase,0.92384541,1080,1080,580,532,300,300
B2XZ6Y3HSUN,B2XZ6Y3HSUN_vase_0.93.jpg,vase,0.93464756,719,720,99,285,300,300
B2XZC8vgYAk,B2XZC8vgYAk_vase_1.00.jpg,vase,0.99889189,1126,1080,490,777,300,300
B2x_k9Hg19u,B2x_k9Hg19u_vase_0.86.jpg,vase,0.858353972,1300,1080,150,265,300,300
B2y-_kelBzb,B2y-_kelBzb_cup_0.92.jpg,cup,0.924140275,744,1080,487,414,300,300
B2y16zCDGWC,B2y16zCDGWC_cup_0.99.jpg,cup,0.991116881,1080,1080,85,557,300,300
B2y16zCDGWC,B2y16zCDGWC_cup_0.95.jpg,cup,0.950572491,1080,1080,623,537,300,300
